sample_id,video_id,split,label,timestamp_sec,source_frame_index,source_fps,hog_success,yunet_success,hog_detection_count,yunet_detection_count,yunet_confidence,hog_bbox_x1,hog_bbox_y1,hog_bbox_x2,hog_bbox_y2,yunet_bbox_x1,yunet_bbox_y1,yunet_bbox_x2,yunet_bbox_y2,bbox_iou,hog_landmark_success,yunet_landmark_success,landmark_mean_diff,normalized_landmark_diff,ear_hog,ear_yunet,ear_abs_diff,mar_hog,mar_yunet,mar_abs_diff,pitch_raw_hog,pitch_raw_yunet,pitch_centered_hog,pitch_centered_yunet,pitch_raw_abs_diff,pitch_circular_diff,yaw_hog,yaw_yunet,yaw_raw_abs_diff,yaw_circular_diff,roll_hog,roll_yunet,roll_raw_abs_diff,roll_circular_diff,hog_ms,yunet_ms,hog_landmark_ms,yunet_landmark_ms,hog_pipeline_ms,yunet_pipeline_ms,hog_crop_padding_fraction,yunet_crop_padding_fraction,crop_mean_abs_diff,hog_geometry_valid,yunet_geometry_valid,quality_flags,failure_reason
train_d_438_t1p0,d_438,train,drowsy,1.0,30,30.0,True,True,1,1,0.9372788071632385,290,320,558,588,323,283,576,609,0.6896476205076543,True,True,7.834140511616653,0.02923186758065915,0.21607360312506463,0.31453948114848995,0.09846587802342532,0.04352147171277173,0.13348425707390454,0.08996278536113281,-171.43558651797,-170.66167456516638,8.564413482029977,9.33832543483362,0.7739119528036156,0.7739119528036156,32.52132127930374,35.08134664260422,2.5600253633004755,2.5600253633004684,9.4342220557006,12.525007546929084,3.090785491228484,3.0907854912284733,409.5198000140954,57.273500016890466,3.720200009411201,4.880299995420501,414.95560004841536,63.0500000261236,0.0,0.0,0.13654430210590363,True,True,,
train_n_908_t1p0,n_908,train,not_drowsy,1.0,30,30.0,True,True,1,1,0.9429918527603149,141,290,410,559,202,246,426,581,0.611838292381546,True,True,6.561664971529182,0.02439280658561034,0.3043136973182988,0.3561669677405169,0.0518532704222181,0.1226144611408476,0.09562684399939969,0.026987617141447914,-171.12454482776732,-169.85105944753883,8.875455172232705,10.14894055246117,1.2734853802284931,1.2734853802284931,32.803854542308464,33.89550850202082,1.0916539597123531,1.091653959712346,7.086164894704914,8.599275223540799,1.513110328835885,1.513110328835893,366.33079999592155,41.22380001354031,4.016799997771159,3.690100013045594,371.0880000144243,45.72980006923899,0.0,0.0,0.11762181669473648,True,True,,
val_d_796_t1p0,d_796,val,drowsy,1.0,30,30.01,True,True,1,1,0.9215062856674194,204,290,590,676,202,264,499,669,0.7099812034849755,True,True,6.4190829879776,0.016629748673517096,0.20277330418903833,0.2526565731744368,0.049883268985398466,0.05274570154347656,0.0644084608347501,0.011662759291273542,179.81772984853535,-177.62211107005808,-0.18227015146464964,2.377888929941946,357.4398409185934,2.5601590814065958,-24.115152755813508,-26.30582533205563,2.1906725762421217,2.1906725762421217,-7.463887210347212,-8.285248997314508,0.8213617869672953,0.8213617869672873,368.59199998434633,35.98559999954887,3.265800012741238,3.2420000061392784,372.637799999211,40.088299982016906,0.0,0.0,0.13205485045909882,True,True,,
val_n_835_t1p0,n_835,val,not_drowsy,1.0,30,30.0,False,False,0,0,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,366.09120000503026,35.15229999902658,0.0,0.0,366.09120000503026,35.15229999902658,,,,False,False,,HOG_FACE_NOT_FOUND;YUNET_FACE_NOT_FOUND
train_d_438_t3p0,d_438,train,drowsy,3.0,90,30.0,True,True,1,1,0.9346864819526672,290,320,558,588,328,283,591,617,0.6288127639605818,True,True,8.404083826915533,0.03135852174222214,0.2893441871648309,0.45009245173809564,0.16074826457326474,0.04001450213119569,0.08377558489114362,0.04376108275994793,-163.55265325902002,-159.28403292282837,16.44734674097998,20.715967077171626,4.2686203361916455,4.2686203361916455,40.512428873417036,39.612587067051386,0.8998418063656501,0.8998418063656572,14.068800712310955,17.554830701774126,3.486029989463171,3.4860299894631623,368.31860002712347,36.08170000370592,3.2236000115517527,3.420699998969212,372.2824000287801,40.19580001477152,0.0,0.0,0.15140384435653687,True,True,,
train_n_908_t3p0,n_908,train,not_drowsy,3.0,90,30.0,True,True,1,1,0.9429824948310852,171,290,439,559,202,255,445,590,0.710387323943662,True,True,4.2003380926358105,0.015643744415557322,0.3277708019007278,0.3978694647451505,0.07009866284442268,0.04077921595448145,0.01350242221424651,0.027276793740234943,-168.67967111047506,-169.73388300165854,11.320328889524944,10.266116998341431,1.0542118911834848,1.0542118911834848,31.014323634601514,30.328167599095742,0.6861560355057712,0.6861560355057748,11.55582078787606,10.917934897580356,0.6378858902957045,0.6378858902957063,371.49189997580834,38.01660001045093,3.201500017894432,3.3668999967630953,375.45540000428446,42.14289999799803,0.0,0.0,0.11464765667915344,True,True,,
val_d_796_t3p0,d_796,val,drowsy,3.0,90,30.01,True,True,1,1,0.9183019399642944,204,290,590,676,200,257,494,672,0.6913983997603386,True,True,9.219386111462478,0.023884419977882067,0.15877090962108492,0.2337673374346019,0.07499642781351698,0.022676685475084925,0.05071215320383701,0.028035467728752088,178.30900761506888,-177.48360667555934,-1.6909923849311213,2.516393324440628,355.7926142906282,4.207385709371806,-22.60000360720877,-33.614476343405784,11.014472736197014,11.014472736197007,-6.611340516617124,-9.18201928196345,2.570678765346326,2.5706787653463152,358.61530000693165,36.806699994485825,3.248699998948723,3.49960001767613,362.6364000374451,41.0639000183437,0.0,0.0,0.1385488063097,True,True,,
val_n_835_t3p0,n_835,val,not_drowsy,3.0,90,30.0,False,True,0,1,0.9286975264549255,,,,,258,640,442,883,,False,True,,,,0.4970844939120532,,,0.4567463418075224,,,176.2002629319851,,-3.799737068014906,,,,-37.35051404569549,,,,3.581895579167111,,,358.20020001847297,36.880800005747005,0.0,3.2973999914247543,358.20020001847297,40.85719998693094,,0.0,,False,True,,HOG_FACE_NOT_FOUND
train_d_438_t5p0,d_438,train,drowsy,5.0,150,30.0,True,True,1,1,0.9357406497001648,290,320,558,588,332,274,590,611,0.6167695158958066,True,True,9.737682897901822,0.03633463767873814,0.31884701028276896,0.30960420210816314,0.009242808174605821,0.045216594355558304,0.1761446236647046,0.1309280293091463,-166.63421954889267,-161.82674406766463,13.365780451107298,18.173255932335337,4.807475481228039,4.807475481228039,38.71809766508924,39.4346744777397,0.7165768126504588,0.7165768126504588,11.330051128109249,17.139063830690997,5.809012702581748,5.809012702581754,363.8395999732893,37.18070001923479,3.1821999873500317,3.3358999935444444,367.7730999479536,41.18130001006648,0.0,0.0,0.1504875123500824,True,True,,
train_n_908_t5p0,n_908,train,not_drowsy,5.0,150,30.0,True,True,1,1,0.9387004971504211,141,290,410,559,191,240,425,599,0.6044881792809063,True,True,4.64673213346772,0.01727409715043762,0.3167948290757959,0.3805064476561928,0.06371161858039687,0.013328595119490277,0.016750837608854617,0.0034222424893643397,-169.0645166953902,-169.74827536220747,10.935483304609761,10.251724637792563,0.6837586668172548,0.6837586668172548,32.65317787715794,33.52141012958819,0.8682322524302535,0.8682322524302606,8.232295445946011,8.03530779029439,0.1969876556516219,0.19698765565161125,359.2044999822974,37.00330000719987,3.2854999881237745,3.3696000173222274,363.20049996720627,41.12250005709939,0.0,0.0,0.1264537274837494,True,True,,
val_d_796_t5p0,d_796,val,drowsy,5.0,150,30.01,True,True,1,1,0.9246129393577576,241,313,563,635,230,270,527,679,0.6920828166685454,True,True,6.8091276056088725,0.02114635902363004,0.3093182144813183,0.32389091729703157,0.014572702815713268,0.22416551483579322,0.21555915933364905,0.00860635550214417,-175.3560814960075,-175.1083202595956,4.643918503992495,4.891679740404413,0.24776123641191816,0.24776123641191816,-31.049519595602224,-31.426714696283316,0.3771951006810923,0.3771951006810923,-6.224231162915528,-7.246285311204248,1.0220541482887198,1.0220541482887313,365.28669999097474,40.16330000013113,3.2851000141818076,3.470800002105534,369.47169998893514,44.51380000682548,0.0,0.0,0.15020166337490082,True,True,,
